CICLO,Fecha,Parcela ,Repetición,Tratamiento,Porte,Número de Plantas Vivas,Número de Plantas Marchitaz,Planta 1 Patologías y Severidades ,Planta 2 Patologías y Severidades ,Planta 3 Patologías y Severidades ,Observaciones
I,17/09/2020,Campo abierto,2,8,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,15,BAJO,15,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,12,BAJO,11,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,3,BAJO,33,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,14,BAJO,9,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,6,BAJO,23,0,"MF,1","MF,1","MF,1",NA
I,17/09/2020,Campo abierto,2,13,BAJO,25,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,1,BAJO,28,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,5,BAJO,28,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,2,BAJO,24,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,4C,BAJO,7,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,4R,BAJO,5,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,10,BAJO,21,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,11,BAJO,8,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,16,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,2,9,BAJO,6,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,15,BAJO,19,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,11,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,12,BAJO,8,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,14,BAJO,9,0,0,0,0,DAÑO POR INSECTO
I,17/09/2020,Campo abierto,3,4R,BAJO,2,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,4C,BAJO,7,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,1,BAJO,27,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,3,BAJO,3,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,8,BAJO,22,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,13,BAJO,17,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,2,BAJO,26,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,6,BAJO,15,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,16,BAJO,13,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,10,BAJO,28,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,7,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,5,BAJO,12,0,0,0,0,NA
I,17/09/2020,Campo abierto,3,9,BAJO,5,0,0,0,0,NA
I,23/09/2020,Invernadero,1,3,ALTO,16,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,1,2,ALTO,14,1,QHB:1,0,0,NA
I,23/09/2020,Invernadero,1,1,ALTO,6,1,PEV,PEV,PEV,NA
I,23/09/2020,Invernadero,1,5,ALTO,13,1,0,0,0,NA
I,23/09/2020,Invernadero,1,4,ALTO,9,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,1,6,ALTO,18,0,0,0,0,DAÑO POR INSECTO
I,23/09/2020,Invernadero,1,7,ALTO,19,0,0,0,0,DAÑO POR INSECTO
I,23/09/2020,Invernadero,2,6,ALTO,14,0,MZ,0,0,DAÑO POR INSECTO
I,23/09/2020,Invernadero,2,7,ALTO,19,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,2,3,ALTO,15,0,0,0,0,NA
I,23/09/2020,Invernadero,2,4,ALTO,8,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,2,2,ALTO,14,0,0,PEV,PEV,NA
I,23/09/2020,Invernadero,2,1,ALTO,13,1,0,0,PEV,MOSCA BLANCA
I,23/09/2020,Invernadero,2,5,ALTO,19,0,0,0,0,NA
I,23/09/2020,Invernadero,3,2,ALTO,13,0,PEV,0,PEV,NA
I,23/09/2020,Invernadero,3,4,ALTO,12,1,0,0,0,LENTO DESARROLLO
I,23/09/2020,Invernadero,3,5,ALTO,9,0,PEV,0,PEV,NA
I,23/09/2020,Invernadero,3,3,ALTO,17,0,PEV,0,QHB,MOSCA BLANCA
I,23/09/2020,Invernadero,3,1,ALTO,12,0,MF,0,PEV,LENTO DESARROLLO
I,23/09/2020,Invernadero,3,6,ALTO,17,0,0,0,0,NA
I,23/09/2020,Invernadero,3,7,ALTO,17,1,0,0,0,DAÑO POR INSECTO
I,23/09/2020,Invernadero,1,11,BAJO,10,1,0,0,0,ETIOLACIÓN
I,23/09/2020,Invernadero,1,4,BAJO,5,0,0,PQ,0,NA
I,23/09/2020,Invernadero,1,5,BAJO,16,0,0,0,0,NA
I,23/09/2020,Invernadero,1,9,BAJO,16,0,0,0,0,
I,23/09/2020,Invernadero,1,13,BAJO,19,0,0,0,0,ETIOLACIÓN
I,23/09/2020,Invernadero,1,16,BAJO,7,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,1,10,BAJO,15,0,0,0,0,NA
I,23/09/2020,Invernadero,1,15,BAJO,5,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,1,2,BAJO,20,0,0,0,0,NA
I,23/09/2020,Invernadero,1,8,BAJO,13,0,MF:2,MF:1,0,NA
I,23/09/2020,Invernadero,1,6,BAJO,11,1,MF:1,MF:1,0,NA
I,23/09/2020,Invernadero,1,1,BAJO,24,0,0,0,0,NA
I,23/09/2020,Invernadero,1,3,BAJO,19,0,0,0,0,NA
I,23/09/2020,Invernadero,1,14,BAJO,5,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,1,12,BAJO,12,1,0,0,0,MOSCA BLANCA Y ETIOLACIÓN
I,23/09/2020,Invernadero,1,7,BAJO,16,1,MF:1,0,0,NA
I,23/09/2020,Invernadero,2,16,BAJO,8,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,2,11,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Invernadero,2,15,BAJO,8,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,2,14,BAJO,8,1,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,2,5,BAJO,15,4,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,2,8,BAJO,6,0,0,MF:1,0,CARACOLES
I,23/09/2020,Invernadero,2,12,BAJO,15,0,MF:1,0,0,NA
I,23/09/2020,Invernadero,2,9,BAJO,17,0,0,0,0,NA
I,23/09/2020,Invernadero,2,13,BAJO,9,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,2,4R,BAJO,1,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,2,4C,BAJO,6,0,0,0,0,NA
I,23/09/2020,Invernadero,2,7,BAJO,15,1,MF:1,MF:1,MF:1,NA
I,23/09/2020,Invernadero,2,6,BAJO,9,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,2,2,BAJO,4,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,2,3,BAJO,28,0,0,0,0,NA
I,23/09/2020,Invernadero,2,1,BAJO,19,0,0,0,0,NA
I,23/09/2020,Invernadero,2,10,BAJO,12,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,3,5,BAJO,20,3,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,1,BAJO,15,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,14,BAJO,8,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,3,12,BAJO,15,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Invernadero,3,16,BAJO,6,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Invernadero,3,2,BAJO,10,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,10,BAJO,8,2,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,7,BAJO,12,0,MF:2,MF:2,0,NA
I,23/09/2020,Invernadero,3,15,BAJO,6,1,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Invernadero,3,11,BAJO,2,0,0,0,NA,PARCELA PERDIDA
I,23/09/2020,Invernadero,3,13,BAJO,6,0,0,0,0,NA
I,23/09/2020,Invernadero,3,4C,BAJO,5,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,4R,BAJO,1,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,8,BAJO,5,0,MF:1,MF:1,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,9,BAJO,9,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Invernadero,3,3,BAJO,19,0,0,0,0,NA
I,23/09/2020,Invernadero,3,6,BAJO,2,0,0,NA,MF:1,PARCELA PERDIDA
I,23/09/2020,Casa Malla,1,5,ALTO,22,0,MF:2,MF:1,MF:1,NA
I,23/09/2020,Casa Malla,1,3,ALTO,22,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Casa Malla,1,4,ALTO,19,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,2,ALTO,24,0,MFHB:1,MFHB:1,0,PLANTA EN FLORACIÓN
I,23/09/2020,Casa Malla,1,1,ALTO,19,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,6,ALTO,23,0,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Casa Malla,1,7,ALTO,23,0,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Casa Malla,2,6,ALTO,25,0,0,PEV,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Casa Malla,2,7,ALTO,26,0,0,0,0,CLOROSIS EN EL BORDE INFERIOR DE LAS HOJAS NUEVAS
I,23/09/2020,Casa Malla,2,2,ALTO,23,1,QHB:1,QHB:2,QHB:1,NA
I,23/09/2020,Casa Malla,2,3,ALTO,21,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,1,ALTO,14,0,QHB:1,PEV,PEV,CLOROSIS EN EL BORDE INFERIOR DE LAS HOJAS NUEVAS
I,23/09/2020,Casa Malla,2,5,ALTO,8,0,PEV,PEV,PEV,POCO DESARROLLO
I,23/09/2020,Casa Malla,2,4,ALTO,18,0,0,0,0,CLOROSIS EN EL BORDE INFERIOR DE LAS HOJAS NUEVAS
I,23/09/2020,Casa Malla,3,3,ALTO,16,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,1,ALTO,7,1,PEV,0,0,NA
I,23/09/2020,Casa Malla,3,2,ALTO,18,0,QHB:1,QHB:1,0,NA
I,23/09/2020,Casa Malla,3,5,ALTO,10,1,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Casa Malla,3,4,ALTO,9,1,0,0,0,NA
I,23/09/2020,Casa Malla,3,6,ALTO,8,0,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Casa Malla,3,7,ALTO,17,1,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Casa Malla,1,5,BAJO,48,0,0,0,0,CLOROSIS
I,23/09/2020,Casa Malla,1,2,BAJO,21,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,11,BAJO,19,1,0,0,0,NA
I,23/09/2020,Casa Malla,1,6,BAJO,10,0,MF:2,MF:1,MF:1,POCO DESARROLLO
I,23/09/2020,Casa Malla,1,12,BAJO,14,0,PEV,0,0,NA
I,23/09/2020,Casa Malla,1,4R,BAJO,2,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,4C,BAJO,14,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,8,BAJO,5,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,1,BAJO,31,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,10,BAJO,25,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,9,BAJO,22,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,15,BAJO,13,3,0,0,0,NA
I,23/09/2020,Casa Malla,1,13,BAJO,16,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,14,BAJO,13,1,0,0,0,NA
I,23/09/2020,Casa Malla,1,16,BAJO,15,1,0,0,0,NA
I,23/09/2020,Casa Malla,1,7,BAJO,13,0,0,0,0,NA
I,23/09/2020,Casa Malla,1,3,BAJO,39,0,0,0,0,CLOROSIS
I,23/09/2020,Casa Malla,2,16,BAJO,16,2,0,0,0,NA
I,23/09/2020,Casa Malla,2,7,BAJO,15,0,MF:1,0,0,NA
I,23/09/2020,Casa Malla,2,13,BAJO,15,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,3,BAJO,38,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,5,BAJO,25,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,6,BAJO,14,1,MF:2,MF:2,MF:1,NA
I,23/09/2020,Casa Malla,2,11,BAJO,22,1,MF:1,MF:1,MF:2,NA
I,23/09/2020,Casa Malla,2,1,BAJO,14,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,12,BAJO,18,1,0,0,0,NA
I,23/09/2020,Casa Malla,2,10,BAJO,27,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,15,BAJO,9,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,4R,BAJO,12,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Casa Malla,2,4C,BAJO,15,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,9,BAJO,26,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,14,BAJO,12,0,0,0,0,NA
I,23/09/2020,Casa Malla,2,8,BAJO,10,0,0,0,0,CARACOLES
I,23/09/2020,Casa Malla,2,2,BAJO,21,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,2,BAJO,19,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,6,BAJO,10,0,MF:1,MF:1,0,NA
I,23/09/2020,Casa Malla,3,16,BAJO,15,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,10,BAJO,21,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,14,BAJO,14,1,0,0,0,NA
I,23/09/2020,Casa Malla,3,9,BAJO,19,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,4R,BAJO,8,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,4C,BAJO,19,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,3,BAJO,35,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,15,BAJO,4,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,11,BAJO,24,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,12,BAJO,15,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,13,BAJO,15,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,1,BAJO,17,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,7,BAJO,17,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,8,BAJO,7,0,0,0,0,NA
I,23/09/2020,Casa Malla,3,5,BAJO,45,0,0,0,0,NA
I,23/09/2020,Campo Abierto,1,4,ALTO,13,2,0,0,0,LENTO DESARROLLO
I,23/09/2020,Campo Abierto,1,3,ALTO,18,0,PEV,PEV,PEV,NA
I,23/09/2020,Campo Abierto,1,2,ALTO,17,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Campo Abierto,1,5,ALTO,3,0,0,0,0,CLOROSIS EN EL BORDE INFERIOR DE LAS HOJAS NUEVAS
I,23/09/2020,Campo Abierto,1,1,ALTO,5,0,0,0,0,NA
I,23/09/2020,Campo Abierto,1,7,ALTO,16,1,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Campo Abierto,1,6,ALTO,13,2,0,0,0,NA
I,23/09/2020,Campo Abierto,2,7,ALTO,17,3,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Campo Abierto,2,6,ALTO,16,0,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Campo Abierto,2,1,ALTO,4,0,0,0,0,NA
I,23/09/2020,Campo Abierto,2,5,ALTO,6,0,0,0,0,NA
I,23/09/2020,Campo Abierto,2,3,ALTO,14,0,0,0,0,NA
I,23/09/2020,Campo Abierto,2,2,ALTO,19,0,0,0,0,NA
I,23/09/2020,Campo Abierto,2,4,ALTO,10,0,0,0,0,NA
I,23/09/2020,Campo Abierto,3,3,ALTO,18,0,0,0,0,NA
I,23/09/2020,Campo Abierto,3,2,ALTO,17,1,0,0,0,NA
I,23/09/2020,Campo Abierto,3,1,ALTO,14,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Campo Abierto,3,4,ALTO,12,0,0,0,0,NA
I,23/09/2020,Campo Abierto,3,5,ALTO,3,0,0,0,0,NA
I,23/09/2020,Campo Abierto,3,7,ALTO,18,0,0,0,0,DAÑO RASPADO POR INSECTOS
I,23/09/2020,Campo Abierto,3,6,ALTO,16,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Campo abierto,1,3,BAJO,48,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,12,BAJO,22,0,MFHB:1,0,0,NA
I,23/09/2020,Campo abierto,1,6,BAJO,27,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,5,BAJO,29,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,2,BAJO,47,0,MF:2,0,0,NA
I,23/09/2020,Campo abierto,1,13,BAJO,23,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,7,BAJO,22,1,0,0,0,NA
I,23/09/2020,Campo abierto,1,11,BAJO,22,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,15,BAJO,20,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,10,BAJO,27,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,4C,BAJO,6,0,MF:1,0,0,NA
I,23/09/2020,Campo abierto,1,4R,BAJO,9,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,14,BAJO,12,0,0,0,0,APORQUE
I,23/09/2020,Campo abierto,1,8,BAJO,16,0,0,0,0,NA
I,23/09/2020,Campo abierto,1,1,BAJO,,34,0,0,0,NA
I,23/09/2020,Campo abierto,1,9,BAJO,9,0,MF:1,0,0,NA
I,23/09/2020,Campo abierto,1,16,BAJO,16,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,7,BAJO,14,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,2,8,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,2,15,BAJO,15,0,0,0,0,DEFOLIACIÓN POR INSECTOS
I,23/09/2020,Campo abierto,2,12,BAJO,10,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,2,3,BAJO,2,0,0,0,NA,CLOROSIS GENERAL
I,23/09/2020,Campo abierto,2,14,BAJO,9,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,6,BAJO,20,0,MF:2,MF:2,MF:2,NA
I,23/09/2020,Campo abierto,2,13,BAJO,27,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,2,1,BAJO,27,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,5,BAJO,24,0,0,0,0,PLANTAS QUEBRADAS
I,23/09/2020,Campo abierto,2,2,BAJO,23,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,4C,BAJO,8,0,MF:1,0,0,NA
I,23/09/2020,Campo abierto,2,4R,BAJO,3,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,10,BAJO,20,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,11,BAJO,8,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,2,16,BAJO,15,0,0,0,0,NA
I,23/09/2020,Campo abierto,2,9,BAJO,6,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Campo abierto,3,15,BAJO,19,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,23/09/2020,Campo abierto,3,11,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,3,12,BAJO,10,0,MF:2,MF:2,MF:2,POCO DESARROLLO
I,23/09/2020,Campo abierto,3,14,BAJO,7,0,0,0,0,POCO DESARROLLO
I,23/09/2020,Campo abierto,3,4R,BAJO,1,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,4C,BAJO,6,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,1,BAJO,26,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,3,BAJO,26,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,8,BAJO,21,1,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,3,13,BAJO,17,0,SR,0,0,NA
I,23/09/2020,Campo abierto,3,2,BAJO,27,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,6,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,3,16,BAJO,14,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,10,BAJO,27,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,7,BAJO,12,0,MF:1,MF:1,MF:1,NA
I,23/09/2020,Campo abierto,3,5,BAJO,13,0,0,0,0,NA
I,23/09/2020,Campo abierto,3,9,BAJO,5,0,MF,MF,MF,NA
I,30/09/2020,Invernadero,1,3,ALTO,15,0,0,QF:1,0,QUEZÓN FOLIAR
I,30/09/2020,Invernadero,1,2,ALTO,14,0,QF:1,0,0,NA
I,30/09/2020,Invernadero,1,1,ALTO,6,0,0,QF:2,QF:1,NA
I,30/09/2020,Invernadero,1,5,ALTO,12,1,MHF:1,0,0,MANCHA HUMEDA FOLIAR
I,30/09/2020,Invernadero,1,4,ALTO,9,0,0,QF:1,QF:1,NA
I,30/09/2020,Invernadero,1,6,ALTO,18,0,QF:2,QF:1,QF:2,NA
I,30/09/2020,Invernadero,1,7,ALTO,17,0,0,QF:1,0,NA
I,30/09/2020,Invernadero,2,6,ALTO,17,0,0,0,0,NA
I,30/09/2020,Invernadero,2,7,ALTO,17,0,0,0,0,NA
I,30/09/2020,Invernadero,2,3,ALTO,17,0,0,0,QF:1,NA
I,30/09/2020,Invernadero,2,4,ALTO,10,0,PEV,0,QF:1,CLOROSIS DEFICIENCIA DE HIERRO
I,30/09/2020,Invernadero,2,2,ALTO,14,0,PEV,PEV,QF:1,POSIBLE ETIOLOGÍA VIRAL
I,30/09/2020,Invernadero,2,1,ALTO,14,1,PEV; QF:1,PEV,PEV,NA
I,30/09/2020,Invernadero,2,5,ALTO,18,0,PEV,PEV,PEV,NA
I,30/09/2020,Invernadero,3,2,ALTO,13,0,PEV; QF:1,QF:2,PEV;QF:1,CLOROSIS DEFICIENCIA DE HIERRO
I,30/09/2020,Invernadero,3,4,ALTO,12,0,0,0,0,CLOROSIS DEFICIENCIA DE HIERRO
I,30/09/2020,Invernadero,3,5,ALTO,9,0,0,MHF:1,MHF:1,MANCHA HUMEDA FOLIAR
I,30/09/2020,Invernadero,3,3,ALTO,15,0,0,0,0,NA
I,30/09/2020,Invernadero,3,1,ALTO,13,0,PEV,MHF:1,PEV,NA
I,30/09/2020,Invernadero,3,6,ALTO,17,0,0,0,0,NA
I,30/09/2020,Invernadero,3,7,ALTO,17,0,0,0,0,UNA PLANTA MUERTA
I,30/09/2020,Invernadero,1,11,BAJO,8,0,0,0,0,NA
I,30/09/2020,Invernadero,1,4,BAJO,8,0,0,0,0,NA
I,30/09/2020,Invernadero,1,5,BAJO,21,0,0,0,0,NA
I,30/09/2020,Invernadero,1,9,BAJO,15,0,0,0,0,NA
I,30/09/2020,Invernadero,1,13,BAJO,16,0,0,0,0,NA
I,30/09/2020,Invernadero,1,16,BAJO,7,0,0,0,0,NA
I,30/09/2020,Invernadero,1,10,BAJO,12,0,0,0,0,NA
I,30/09/2020,Invernadero,1,15,BAJO,6,0,0,0,0,NA
I,30/09/2020,Invernadero,1,2,BAJO,17,0,0,0,0,NA
I,30/09/2020,Invernadero,1,8,BAJO,10,0,0,0,0,NA
I,30/09/2020,Invernadero,1,6,BAJO,10,0,MF:1,0,0,NA
I,30/09/2020,Invernadero,1,1,BAJO,22,0,0,0,0,NA
I,30/09/2020,Invernadero,1,3,BAJO,15,0,0,0,0,NA
I,30/09/2020,Invernadero,1,14,BAJO,4,0,0,0,0,PLANTAS SEMBRADAS SUPERFICIALMENTE
I,30/09/2020,Invernadero,1,12,BAJO,10,0,0,0,0,NA
I,30/09/2020,Invernadero,1,7,BAJO,11,0,0,0,0,NA
I,30/09/2020,Invernadero,2,16,BAJO,5,0,0,0,0,SE REQUIERE RALEO DE LAS PLANTAS
I,30/09/2020,Invernadero,2,11,BAJO,9,0,0,0,MF:1,POCO DESARROLLO
I,30/09/2020,Invernadero,2,15,BAJO,8,0,0,0,0,DEFOLIACIÓN POR INSECTOS Y RALEO
I,30/09/2020,Invernadero,2,14,BAJO,7,0,0,0,0,DEFOLIACIÓN POR INSECTO
I,30/09/2020,Invernadero,2,5,BAJO,9,0,0,0,0,CLOROSIS BORDE DE LAS HOJAS
I,30/09/2020,Invernadero,2,8,BAJO,6,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,2,12,BAJO,11,0,0,0,0,PLANTAS ETIOLADAS
I,30/09/2020,Invernadero,2,9,BAJO,15,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,2,13,BAJO,7,0,MF:1,0,0,NA
I,30/09/2020,Invernadero,2,4R,BAJO,2,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,2,4C,BAJO,6,0,0,0,0,NA
I,30/09/2020,Invernadero,2,7,BAJO,10,0,0,0,0,NA
I,30/09/2020,Invernadero,2,6,BAJO,7,0,MF:1,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,2,2,BAJO,3,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,2,3,BAJO,24,0,0,0,0,NA
I,30/09/2020,Invernadero,2,1,BAJO,18,0,0,0,0,NA
I,30/09/2020,Invernadero,2,10,BAJO,9,0,0,0,0,ALGUNAS PLANTAS POCO DESARROLLADAS
I,30/09/2020,Invernadero,3,5,BAJO,15,0,0,0,0,NA
I,30/09/2020,Invernadero,3,1,BAJO,13,0,0,0,0,NA
I,30/09/2020,Invernadero,3,14,BAJO,8,0,0,0,0,NA
I,30/09/2020,Invernadero,3,12,BAJO,12,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,3,16,BAJO,4,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,3,2,BAJO,7,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,3,10,BAJO,7,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,3,7,BAJO,10,0,MF:1,MF:1,O,NA
I,30/09/2020,Invernadero,3,15,BAJO,6,0,0,0,0,NA
I,30/09/2020,Invernadero,3,11,BAJO,2,0,0,0,NA,PLANTAS ETIOLADAS
I,30/09/2020,Invernadero,3,13,BAJO,5,0,0,0,0,NA
I,30/09/2020,Invernadero,3,4C,BAJO,6,0,0,0,0,NA
I,30/09/2020,Invernadero,3,4R,BAJO,1,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Invernadero,3,8,BAJO,4,0,0,0,0,NA
I,30/09/2020,Invernadero,3,9,BAJO,9,0,0,0,0,DAÑO POR INSECTO
I,30/09/2020,Invernadero,3,3,BAJO,20,0,0,0,0,NA
I,30/09/2020,Invernadero,3,6,BAJO,2,0,MF:1,0,NA,NA
I,30/09/2020,Casa Malla,1,5,ALTO,19,0,PEV; MFHB:1,PEV; MFHB:1,PEV; MFHB:1,NA
